targetID,frameIndex,cameraID,expectedX,expectedY,actualX,actualY
1,1433,4,912.09993966,908.01037995,911.96875000,912.75781250
1,517,13,430.02149522,69.95428782,432.16406250,66.04687500
1,3687,21,1151.94991304,354.07183305,1151.41406250,355.04687500
1,357,16,128.94135171,953.04350299,129.53906250,948.72656250
1,3122,5,338.99500831,953.08589938,335.25781250,954.07031250
1,1121,7,70.02670132,773.00463296,72.06250000,772.53906250
1,4632,6,897.29155546,829.64855446,899.82812500,831.81250000
1,659,16,121.24609337,79.65908114,128.07031250,79.01562500
1,1815,21,95.03236171,433.97767802,84.18750000,431.34375000
1,1599,1,669.09053135,952.98748040,673.08593750,957.11718750
1,2624,14,1120.53498923,909.88651428,1118.89062500,910.80468750
1,1976,20,1049.02615247,673.06392504,1047.73437500,676.38281250
1,2959,5,1147.04892358,950.05975836,1144.10937500,949.17187500
1,830,13,262.10996416,659.96479338,255.58593750,657.64062500
1,5095,3,1209.01822806,549.92283999,1213.88281250,545.92187500
1,973,10,688.89066493,827.99394180,688.96875000,832.95312500
1,2125,17,69.90259198,892.97316925,69.90625000,891.10156250
1,3302,2,820.07073673,69.90315584,827.88281250,68.51562500
1,2465,14,126.97495376,307.89019981,127.03125000,306.18750000
1,4470,12,132.08714953,908.03469213,134.07812500,905.50781250
1,4009,18,831.97859193,288.06636684,836.59375000,285.51562500
1,3123,8,960.51801801,903.80030374,961.98437500,904.94531250
1,3688,21,1152.00219905,413.95524983,1151.90625000,414.96093750
1,358,19,1185.91297868,920.78052937,1175.85156250,920.21875000
1,1122,7,70.08505704,743.02572506,71.57812500,742.74218750
1,4633,9,369.00599556,953.05873632,366.25000000,955.31250000
1,659,13,1152.02623414,114.09552698,1151.26562500,121.32812500
1,1816,20,1208.99879468,459.95084739,1206.99218750,461.92187500
1,1600,1,639.04272766,952.92380212,642.70312500,957.21093750
1,2624,11,158.97122838,952.96337913,162.35937500,952.56250000
1,1977,20,1048.87430839,792.91297401,1047.14062500,796.72656250
1,5096,3,1208.91049684,580.03262780,1213.80468750,575.94531250
1,2960,8,126.87589491,847.90205491,129.64062500,844.06250000
