targetID,frameIndex,cameraID,rotationZ,rotationX,expectedX,expectedY,actualX,actualY
1,1002,1,-99.06410000,-44.37850000,348.00083513,944.00033383,348.88281250,947.22656250
1,1222,16,39.03530000,-20.13400000,137.62542841,36.80645359,144.35937500,42.44531250
1,2457,12,11.62470000,17.61830000,1119.46938523,853.30995167,1120.38281250,850.39843750
1,2829,9,-15.43580000,42.61110000,945.99895370,267.99969193,952.21093750,270.27343750
1,2744,9,-47.18870000,41.31100000,948.99885680,993.00192153,946.35937500,994.46875000
1,888,4,-48.19850000,-30.66140000,454.99969722,656.00179658,453.99218750,659.53125000
1,695,7,-40.21750000,-18.76380000,1187.99997956,944.00105424,1188.60937500,937.90625000
1,2551,9,-23.22220000,49.89030000,1166.32931397,451.66078065,1167.84375000,457.67187500
1,1296,17,68.15110000,-14.96140000,1067.99824157,944.00163824,1068.39843750,944.88281250
1,1667,11,-11.39660000,9.09064000,295.40282594,143.39560330,294.67968750,143.37500000
1,319,13,42.87850000,-20.57240000,1110.00138097,30.00098919,1105.74218750,35.47656250
1,7,19,102.40200000,-43.01640000,390.00093459,30.01166439,383.53906250,28.57812500
1,2930,6,-71.51990000,38.05910000,451.00111132,77.99945069,449.22656250,77.23437500
1,115,19,95.26750000,-34.77360000,679.99866346,163.99918050,675.17968750,159.58593750
1,800,7,-35.37080000,-33.78590000,714.67702235,748.69905489,717.72656250,752.30468750
1,2265,18,37.41610000,24.57180000,870.00139023,29.99947792,871.46875000,30.68750000
1,2639,11,-5.92914000,15.80260000,79.74628155,315.26337892,80.21093750,315.60156250
1,2156,18,65.45290000,19.20420000,1061.49049939,841.18333835,1062.64843750,842.28125000
1,3030,3,-80.16760000,52.36870000,1248.99913991,510.00039819,1248.57812500,508.29687500
1,1839,4,-38.36510000,-20.14480000,135.47357843,981.37225324,143.29687500,980.37500000
1,2351,21,72.27520000,37.24900000,778.45773600,735.08350608,775.28125000,736.94531250
1,1003,1,-100.01100000,-47.96920000,227.99804634,944.00142225,230.13281250,945.75000000
1,1395,14,11.96840000,6.12805000,888.99958301,993.00173116,894.28125000,990.75781250
1,1568,12,0.48895300,17.36400000,1139.25782003,515.31445096,1142.74218750,514.67187500
1,2744,6,-47.18870000,41.31100000,389.05630898,653.81184116,384.53906250,653.96875000
1,607,7,-5.90588000,-42.75710000,389.99860552,29.99991753,385.71093750,27.84375000
1,1480,14,19.62450000,8.13763000,945.99986210,747.99956041,949.83593750,747.44531250
1,1115,19,75.50760000,-20.71880000,1146.21627780,700.97381225,1141.30468750,701.71093750
1,2458,11,11.91630000,15.88750000,68.93745584,868.73744348,72.58593750,864.70312500
1,1919,5,-49.37740000,-15.62370000,1078.00225107,644.00036068,1079.38281250,643.39062500
1,2830,9,-36.90450000,42.65610000,945.99959605,747.99926359,947.69531250,752.68750000
1,2552,12,-22.59510000,48.22760000,90.00000318,29.99963768,94.27343750,39.46875000
1,1222,13,39.03530000,-20.13400000,1134.22108511,149.12248942,1131.70312500,151.85937500
1,222,16,46.79750000,-17.44500000,29.99973430,272.99836665,36.28125000,275.29687500
1,511,13,13.61200000,-16.98830000,1237.01068292,943.50524500,1228.48437500,938.93750000
1,889,4,-56.34810000,-33.71130000,547.00076625,437.99922039,544.72656250,437.85937500
1,1667,8,-11.39660000,9.09064000,989.99954794,29.99881954,988.68750000,30.71093750
1,2930,3,-71.51990000,38.05910000,797.93200828,300.39907224,800.17187500,297.71875000
1,320,16,42.58760000,-18.84040000,84.80696314,144.02976740,91.20312500,147.79687500
1,1743,8,-35.94320000,15.31600000,1188.00069534,797.99886643,1189.17187500,793.06250000
1,2028,5,-66.89540000,-15.00380000,1067.88381514,98.75751737,1064.32812500,99.89843750
1,2351,18,72.27520000,37.24900000,468.00139491,943.99998178,467.39062500,944.08593750
